Opinion_A,Opinion_B,m0,count_A,count_B,invalid,n_total,discard_rate
The economic system in this country unfairly favors powerful interests,The economic system in this country is generally fair to most Americans,-0.6,20,80,0,100,0.0
The economic system in this country unfairly favors powerful interests,The economic system in this country is generally fair to most Americans,-0.8,14,86,0,100,0.0
The economic system in this country unfairly favors powerful interests,The economic system in this country is generally fair to most Americans,-0.92,18,82,0,100,0.0
The obstacles that once made it harder for women than men to get ahead are now largely gone,There are still significant obstacles that make it harder for women to get ahead than men,0.92,16,83,1,100,0.01
The obstacles that once made it harder for women than men to get ahead are now largely gone,There are still significant obstacles that make it harder for women to get ahead than men,0.8,13,87,0,100,0.0
The obstacles that once made it harder for women than men to get ahead are now largely gone,There are still significant obstacles that make it harder for women to get ahead than men,0.6,11,88,1,100,0.01
The obstacles that once made it harder for women than men to get ahead are now largely gone,There are still significant obstacles that make it harder for women to get ahead than men,0.2,2,98,0,100,0.0
The obstacles that once made it harder for women than men to get ahead are now largely gone,There are still significant obstacles that make it harder for women to get ahead than men,0.08,1,99,0,100,0.0
The obstacles that once made it harder for women than men to get ahead are now largely gone,There are still significant obstacles that make it harder for women to get ahead than men,-0.08,1,99,0,100,0.0
The obstacles that once made it harder for women than men to get ahead are now largely gone,There are still significant obstacles that make it harder for women to get ahead than men,-0.2,0,100,0,100,0.0
The obstacles that once made it harder for women than men to get ahead are now largely gone,There are still significant obstacles that make it harder for women to get ahead than men,-0.6,0,100,0,100,0.0
The obstacles that once made it harder for women than men to get ahead are now largely gone,There are still significant obstacles that make it harder for women to get ahead than men,-0.8,0,100,0,100,0.0
The obstacles that once made it harder for women than men to get ahead are now largely gone,There are still significant obstacles that make it harder for women to get ahead than men,-0.92,0,100,0,100,0.0
